vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,energy_consumed_kwh,charging_duration_hours,charging_rate_kw,time_of_day,day_of_week,state_of_charge_start_,state_of_charge_end_,distance_driven_since_last_charge_km,temperature_c,charger_type,user_type,station_name,operator,station_key,station_name_loc,address,operator_loc,charging_types,payment_options,amenities,latitude,longitude,city,state
MG Comet,75.0,Station_124,"Hiranandani Gardens, Powai, Mumbai",44.76974192,2.17,20.59023558,Evening,Saturday,64.11014685,90.55214709,168.5338077,24.25815611,Level 2,Commuter,Ather Grid - Hiranandani,Ather,ather grid hiranandani,Ather Grid - Hiranandani,"Hiranandani Gardens, Powai, Mumbai",Ather,DC Fast 25kW,App,Parking,19.1206,72.9188,Mumbai,Maharashtra
TATA Nexon,75.0,Station_305,"Dahisar East Station, Mumbai",38.21376481,1.06,35.89219701,Morning,Sunday,88.2564163,73.26212814,239.2910118,3.056173423,DC Fast Charger,Long-Distance Traveler,ChargeZone - Dahisar,ChargeZone,chargezone dahisar,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",ChargeZone,"AC 22kW, DC 50kW","App, Card, UPI","Parking, Mall Access",19.2505,72.8591,Mumbai,Maharashtra
Hyundai Kona,75.0,Station_44,"Station Rd, Parel East, Parel, Mumbai 400014",40.25719688,2.24,17.94739459,Afternoon,Friday,28.84132949,85.27530271,61.05376918,31.60235688,Level 2,Long-Distance Traveler,Magenta Charging Station (Parel),Magenta,magenta parel,Magenta Charging Station (Parel),"Station Rd, Parel East, Parel, Mumbai 400014",Magenta,"AC 7.4kW, DC 15kW","App, Card, UPI",Parking,19.0079,72.8425,Mumbai,Maharashtra
TATA Curvv,62.0,Station_415,"Borivali West, Mumbai",51.20288963,1.13,45.19091647,Afternoon,Friday,75.55734012,56.56750424,129.4897567,15.64840423,DC Fast Charger,Commuter,ATUM Charge - Borivali,ATUM,atum charge borivali,ATUM Charge - Borivali,"Borivali West, Mumbai",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,19.2298,72.8606,Mumbai,Maharashtra
Hyundai Kona,62.0,Station_145,"Dahisar East Station, Mumbai",77.45420996,2.63,29.41340669,Afternoon,Tuesday,80.65255109,90.08739344,238.8650098,2.24905517,Level 1,Long-Distance Traveler,ChargeZone - Dahisar,ChargeZone,chargezone dahisar,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",ChargeZone,"AC 22kW, DC 50kW","App, Card, UPI","Parking, Mall Access",19.2505,72.8591,Mumbai,Maharashtra
TATA Nexon,88.86922407,Station_333,"Near Kharghar Station, Navi Mumbai",20.17078858,0.5,40.42078196,Morning,Sunday,31.5569263,97.82793195,96.25331246,2.844132918,DC Fast Charger,Commuter,Kazam - Kharghar,Kazam,kazam kharghar,Kazam - Kharghar,"Near Kharghar Station, Navi Mumbai",Kazam,"AC 3.3kW, DC 15kW",App,Parking,19.0533,73.0571,Mumbai,Maharashtra
TATA Curvv,100.0,Station_356,"MGL Terminal, Opposite Anik Depot, Wadala, Mumbai",39.93276466,0.81,49.11660927,Morning,Sunday,43.60824251,54.32016802,327.3930934,8.663582495,DC Fast Charger,Commuter,Tata Power - Mahanagar Gas,Tata Power,tata power mahanagar gas,Tata Power - Mahanagar Gas,"MGL Terminal, Opposite Anik Depot, Wadala, Mumbai",Tata Power,DC 25kW,App,"Parking, App Connect",19.0281,72.8647,Mumbai,Maharashtra
TATA Tiago,50.0,Station_34,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",6.268235994,,26.50712322,Night,Friday,65.99350199,140.3830477,151.0798111,25.06874494,Level 1,Commuter,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
TATA Curvv,62.0,Station_42,"Charni Road East, Mumbai",20.84637782,0.78,26.57781476,Night,Friday,61.83352377,85.03607837,139.370767,-2.37688629,DC Fast Charger,Long-Distance Traveler,Tata Power - Opera House,Tata Power,tata power opera house,Tata Power - Opera House,"Charni Road East, Mumbai",Tata Power,AC 11kW,"App, RFID, UPI",Street Parking,18.9545,72.8189,Mumbai,Maharashtra
TATA Nexon,50.0,Station_358,"Charni Road East, Mumbai",37.61011503,1.79,21.06766867,Night,Saturday,30.60283602,101.9051814,14.91695623,38.34082129,DC Fast Charger,Commuter,Tata Power - Opera House,Tata Power,tata power opera house,Tata Power - Opera House,"Charni Road East, Mumbai",Tata Power,AC 11kW,"App, RFID, UPI",Street Parking,18.9545,72.8189,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_475,"Opp Panvel Station, Raigad",38.00957724,5.77,6.590228457,Evening,Sunday,48.29442034,98.25239499,233.1699558,-4.148661344,DC Fast Charger,Commuter,ATUM Charge - Panvel,ATUM,atum charge panvel,ATUM Charge - Panvel,"Opp Panvel Station, Raigad",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,18.9897,73.1145,Mumbai,Maharashtra
Hyundai Kona,62.0,Station_405,"Cotton Green Railyard, Mumbai",10.33664419,,26.50712322,Evening,Saturday,32.98603195,84.16649568,47.53544564,5.194911285,DC Fast Charger,Long-Distance Traveler,Tata Power - Cotton Green,Tata Power,tata power cotton green,Tata Power - Cotton Green,"Cotton Green Railyard, Mumbai",Tata Power,AC 11kW,App,Station Parking,18.991,72.8485,Mumbai,Maharashtra
TATA Nexon,75.0,Station_78,"Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",37.11856726,4.27,8.690646596,Evening,Monday,39.79613148,91.68222793,18.94150411,-0.542639424,Level 2,Casual Driver,"Tata Power, Dharavi Colony",,tata power dharavi colony,"Tata Power, Dharavi Colony","Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",,,,,19.034402,72.85284,Mumbai,Maharashtra
TATA Curvv,50.0,Station_49,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",45.6603132,1.12,40.67941804,Evening,Wednesday,67.90524191,65.2365877,168.8140868,22.73954601,Level 2,Long-Distance Traveler,MCGM Parking || Club Aquaria,,mcgm parking club aquaria,MCGM Parking || Club Aquaria,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",,,,,19.2402364,72.8481819,Mumbai,Maharashtra
TATA Curvv,50.0,Station_308,"MH | Mumbai | NSCI - Worli,NSCI, Lala Lajpatrai Marg, Lotus Colony, Worli, Mumbai, Maharashtra 400018",58.74152298,2.95,19.94270235,Night,Wednesday,19.42640523,59.51725759,46.37042316,-0.00429831,DC Fast Charger,Long-Distance Traveler,Charge Zone,,charge zone,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",,,,,19.133659,72.900817,Mumbai,Maharashtra
TATA Tiago,62.0,Station_141,"Vikhroli East, Mumbai",33.47231506,0.77,43.48176399,Afternoon,Wednesday,76.46236262,81.41249705,27.77005155,8.656254905,Level 2,Long-Distance Traveler,EVteQ - Vikhroli,EVteQ,evteq vikhroli,EVteQ - Vikhroli,"Vikhroli East, Mumbai",EVteQ,"AC 7.4kW, DC 15kW","App, Card",Parking,19.0984,72.9262,Mumbai,Maharashtra
TATA Nexon,100.0,Station_108,"Nehru Nagar, Near Kurla Station, Mumbai",72.08924277,9.62,7.494575511,Night,Friday,22.9005078,94.20825519,87.67871773,3.927031788,Level 1,Long-Distance Traveler,Kazam - Kurla,Kazam,kazam kurla,Kazam - Kurla,"Nehru Nagar, Near Kurla Station, Mumbai",Kazam,"AC 3.3kW, DC 15kW",App,Parking,19.0731,72.8828,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_312,"The Taj Mahal Palace, Colaba, In front of Times Building , Apollo Bandar, Colaba, Mumbai, Maharashtra 400001",45.81366157,2.64,17.3546406,Night,Saturday,68.43411849,86.79517154,235.837826,28.43121149,DC Fast Charger,Long-Distance Traveler,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
MG Comet,62.0,Station_182,"Kohinoor Altissimo Residential Tower, Kohinoor Altissimo, Kasaravadi, Dadar, Mumbai, Maharashtra 400028",75.52338507,3.03,24.8909192,Afternoon,Monday,82.5448484,70.70118042,125.5393819,0.5816117,DC Fast Charger,Long-Distance Traveler,Kohinoor Altissimo Residential Tower,,kohinoor altissimo residential tower,Kohinoor Altissimo Residential Tower,"Kohinoor Altissimo Residential Tower, Kohinoor Altissimo, Kasaravadi, Dadar, Mumbai, Maharashtra 400028",,,,,19.0246,72.8402,Mumbai,Maharashtra
TATA Tiago,100.0,Station_57,"Atria Mall, Dr Annie Besant Rd, Worli, Mumbai",77.63851677,9.55,8.125454971,Morning,Saturday,23.24454737,94.69156133,67.03337523,-3.386293111,Level 2,Commuter,Magenta ChargeGrid - Worli,Magenta,magenta chargegrid worli,Magenta ChargeGrid - Worli,"Atria Mall, Dr Annie Besant Rd, Worli, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Mall Parking,19.0085,72.8153,Mumbai,Maharashtra
TATA Tiago,75.0,Station_193,"95, Malad, Viaykar Vadi, Malad West, Mumbai 400064",53.9569817,3.02,17.87474459,Night,Monday,89.97564875,95.03577021,17.09446172,6.800062382,Level 2,Long-Distance Traveler,ATUM Charge (Malad),ATUM,atum charge malad,ATUM Charge (Malad),"95, Malad, Viaykar Vadi, Malad West, Mumbai 400064",ATUM,"AC 7.4kW, DC 25kW","App, Card, UPI",Parking,19.1876,72.8436,Mumbai,Maharashtra
TATA Nexon,85.0,Station_227,"Mumbai Central Station Parking, Mumbai",46.61987333,6.31,7.388686338,Morning,Friday,70.09449292,59.04290083,210.7494444,-0.460756822,DC Fast Charger,Long-Distance Traveler,Volttic - Mumbai Central,Volttic,volttic mumbai central,Volttic - Mumbai Central,"Mumbai Central Station Parking, Mumbai",Volttic,DC 25kW,App,Station Parking,18.9692,72.8195,Mumbai,Maharashtra
TATA Tiago,50.0,Station_153,"Saki Vihar Rd, Near Saki Naka Metro, Andheri East, Mumbai",6.443672289,0.43,14.99241844,Night,Tuesday,81.59731029,84.92637815,11.7422215,-4.275305327,Level 1,Long-Distance Traveler,Volttic Mini Charging,Volttic,volttic mini,Volttic Mini Charging,"Saki Vihar Rd, Near Saki Naka Metro, Andheri East, Mumbai",Volttic,AC 7kW,App,Parking,19.1265,72.8874,Mumbai,Maharashtra
TATA Tiago,50.0,Station_436,"CR - Lokmanya Tilak Station, Kurla, Outside Platform 1, Beside LTT Pay and Park, LTT Station, Pipeline Rd, Tilak Nagar, Kurla, Mumbai, Maharashtra 400089",62.04623037,3.34,18.56265579,Afternoon,Sunday,88.3912258,77.93392383,43.02786515,-0.966443591,DC Fast Charger,Casual Driver,Tata Power,,tata power,Tata Power Charging Station,"Anik Depot, Municipal Kamgar Vasahat, Trombay Industrial Area, Chembur, Mumbai",Tata Power,DC 25kW,"App, UPI","Parking, App Connect",19.0302,72.8927,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_471,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",71.70850688,1.85,38.79607655,Afternoon,Saturday,12.2234232,77.41334734,181.0891261,2.616126227,Level 1,Casual Driver,Charge Zone,,charge zone,Charge Zone,"MH | Mumbai | The Westin Mumbai Powai Lake,The Westin Mumbai Powai Lake Kailash Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400076",,,,,19.133659,72.900817,Mumbai,Maharashtra
TATA Curvv,85.0,Station_211,"Kolshet Road, Thane West",44.01595166,1.16,38.10527791,Afternoon,Saturday,73.34621767,78.15992983,78.11937778,5.879536154,Level 2,Casual Driver,Jio-bp Pulse - Kolshet,Jio-bp Pulse,jio bp pulse kolshet,Jio-bp Pulse - Kolshet,"Kolshet Road, Thane West",Jio-bp Pulse,"AC 22kW, DC 60kW",App,Street Parking,19.2587,72.9773,Mumbai,Maharashtra
TATA Nexon,60.65969098,Station_329,"Powai Plaza Mall Parking, Powai, Mumbai",66.09153403,1.76,37.60056306,Evening,Tuesday,42.30136724,70.72631713,167.6635291,9.953924429,Level 2,Casual Driver,Fortum - Powai Plaza,Fortum,fortum powai plaza,Fortum - Powai Plaza,"Powai Plaza Mall Parking, Powai, Mumbai",Fortum,"AC 22kW, DC 50kW","App, Card, RFID",Mall Parking,19.1182,72.9053,Mumbai,Maharashtra
MG Comet,50.0,Station_63,"Priyadarshini Park, Mumbai",44.88676331,1.55,28.9773945,Morning,Tuesday,81.95826164,70.54283762,184.6899633,22.75372165,DC Fast Charger,Long-Distance Traveler,Jio-bp Pulse - Napean Sea Road,Jio-bp Pulse,jio bp pulse napean sea road,Jio-bp Pulse - Napean Sea Road,"Priyadarshini Park, Mumbai",Jio-bp Pulse,"AC 22kW, DC 60kW",App,Public Parking,18.9636,72.8019,Mumbai,Maharashtra
TATA Curvv,100.0,Station_62,"Next to Bharat Diamond Bourse, BKC, Mumbai",58.94085857,1.35,43.7022121,Night,Saturday,82.3603313,92.03577294,81.18290074,19.45757653,Level 2,Long-Distance Traveler,Statiq - Bandra Kurla Complex,Statiq,statiq bandra kurla complex,Statiq - Bandra Kurla Complex,"Next to Bharat Diamond Bourse, BKC, Mumbai",Statiq,"AC 11kW, DC 45kW","App, Card",Parking,19.0588,72.8703,Mumbai,Maharashtra
MG Comet,109.7951283,Station_100,"527, Building No-2, SRA Cooperative Society, Prabhadevi, near Ahuja Towers, Mumbai",10.03981781,,26.50712322,Evening,Monday,35.98360523,70.68328884,81.8210813,35.14516183,Level 1,Long-Distance Traveler,VoltaPoint Charging Station,VoltaPoint,voltapoint,VoltaPoint Charging Station,"527, Building No-2, SRA Cooperative Society, Prabhadevi, near Ahuja Towers, Mumbai",VoltaPoint,"AC 11kW, DC 30kW",App,Parking,19.0161,72.828,Mumbai,Maharashtra
MG Comet,85.0,Station_17,"36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",29.75838484,1.01,29.38504741,Morning,Sunday,10.81390545,36.54836012,51.2023181,-1.353331502,DC Fast Charger,Casual Driver,"IOCL Kini Causway, Bandra",,iocl kini causway bandra,"IOCL Kini Causway, Bandra","36, SV Rd, Santosh Nagar, Bandra West, Mumbai, Maharashtra 400050",,,,,19.051601,72.838011,Mumbai,Maharashtra
MG Comet,75.0,Station_325,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",69.59647496,4.68,14.86068898,Afternoon,Tuesday,60.63891762,73.00925296,288.9795541,73.16958797,DC Fast Charger,Long-Distance Traveler,Kohinoor MCGM parking,,kohinoor mcgm parking,Kohinoor MCGM parking,"Kohinoor Square, Kasaravadi, Dadar, Mumbai, Maharashtra",,,,,19.02460889,72.84282021,Mumbai,Maharashtra
TATA Nexon,100.0,Station_246,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",8.234584116,0.19,43.81287256,Morning,Sunday,23.35890824,97.66158482,298.7188568,38.56896076,Level 2,Commuter,HP Super Service DC Charging Station,,hp super service,HP Super Service DC Charging Station,"157, Jeevan Bima Marg, Backbay Reclamation, Churchgate, Mumbai, Maharashtra 400020, India",,,,,18.9285,72.8255,Mumbai,Maharashtra
Hyundai Kona,62.0,Station_196,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",40.78700348,3.7,11.03185075,Morning,Thursday,68.76134194,55.14615868,159.6155014,-0.658493238,Level 1,Long-Distance Traveler,HOTEL REDWINGS CASTLE,,hotel redwings castle,HOTEL REDWINGS CASTLE,"Near to Orion Mall/ New Panvel Bridge, Old, Mumbai - Pune Expy,",,,,,18.99453515,73.11513242,Mumbai,Maharashtra
MG Comet,82.66681121,Station_325,"Next to Diamond Garden, Chembur, Mumbai",18.79049305,0.49,38.26182989,Evening,Monday,41.7717522,67.06652609,136.959135,-2.736637604,Level 2,Long-Distance Traveler,Tata Power - Chembur,Tata Power,tata power chembur,Tata Power - Chembur,"Next to Diamond Garden, Chembur, Mumbai",Tata Power,AC 11kW,"App, RFID",Parking,19.0455,72.8996,Mumbai,Maharashtra
Hyundai Kona,85.0,Station_57,"2/7 Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai, Maharashtra 400080",34.89511327,7.15,4.881436199,Afternoon,Friday,61.53265078,89.00103781,269.88834,-6.428742353,Level 1,Casual Driver,Masstech controls Pvt ltd,,masstech controls pvt ltd,Masstech controls Pvt ltd,"2/7 Meghal Industrial Estate, Devidayal Road, Mulund West, Mumbai, Maharashtra 400080",,,,,19.17674569,72.94574801,Mumbai,Maharashtra
TATA Curvv,78.43167082,Station_286,"Apollo Bunder Road, Colaba, Mumbai",38.08536377,23.01,1.654937068,Evening,Saturday,11.83050192,97.6297836,135.7109313,-5.9392058,Level 1,Long-Distance Traveler,Tata Power - Gateway of India,Tata Power,tata power gateway of india,Tata Power - Gateway of India,"Apollo Bunder Road, Colaba, Mumbai",Tata Power,AC 11kW,"App, RFID",Tourist Parking,18.9218,72.8347,Mumbai,Maharashtra
TATA Curvv,85.0,Station_279,"LBS Marg, Near Mulund Station, Mulund West, Mumbai",68.56767861,4.16,16.475471,Afternoon,Saturday,68.27370384,93.5739471,92.04491203,-9.831678296,Level 1,Casual Driver,ChargeZone - Mulund,ChargeZone,chargezone mulund,ChargeZone - Mulund,"LBS Marg, Near Mulund Station, Mulund West, Mumbai",ChargeZone,"AC 22kW, DC 50kW","App, UPI",Parking,19.1726,72.9532,Mumbai,Maharashtra
TATA Curvv,75.0,Station_408,"LBS Marg, Near Bhandup Station, Mumbai",59.76831247,1.7,35.05498942,Evening,Monday,81.95499699,59.94650611,166.3327651,18.16464336,Level 2,Long-Distance Traveler,Magenta ChargeGrid - Bhandup,Magenta,magenta chargegrid bhandup,Magenta ChargeGrid - Bhandup,"LBS Marg, Near Bhandup Station, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.1547,72.9346,Mumbai,Maharashtra
TATA Curvv,62.0,Station_188,"Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",36.70152016,1.92,19.12193264,Evening,Sunday,26.34819844,95.16288707,49.55082743,30.28584754,Level 1,Casual Driver,Phoenix Market City Charging Station,ChargeZone,phoenix market city,Phoenix Market City Charging Station,"Entrance Gate 3, Phoenix Market City, Lal Bahadur Shastri Rd, Kurla West, Mumbai",ChargeZone,"AC 22kW, DC 25kW","App, Card, UPI","Mall Amenities, Parking",19.0751,72.8893,Mumbai,Maharashtra
TATA Curvv,75.0,Station_76,"Anushakti Nagar, Trombay, Mumbai",15.72955117,0.41,38.31515901,Morning,Friday,10.87427192,80.29223804,279.0313759,10.75337783,Level 2,Long-Distance Traveler,Magenta ChargeGrid - Trombay,Magenta,magenta chargegrid trombay,Magenta ChargeGrid - Trombay,"Anushakti Nagar, Trombay, Mumbai",Magenta,"AC 7.4kW, DC 15kW",App,Public Parking,19.037,72.9235,Mumbai,Maharashtra
Hyundai Kona,85.0,Station_148,"Taloja MIDC, Navi Mumbai",34.07799973,2.71,12.59762021,Night,Monday,70.12447702,61.59652123,136.959135,5.369915824,Level 1,Commuter,Magenta ChargeGrid - Taloja,Magenta,magenta chargegrid taloja,Magenta ChargeGrid - Taloja,"Taloja MIDC, Navi Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.0378,73.1318,Mumbai,Maharashtra
MG Comet,50.0,Station_315,"Bhayandar West Station Parking, Mumbai",23.19329022,0.73,31.98319246,Night,Sunday,72.88118471,86.93554787,181.0498499,17.07536932,Level 1,Casual Driver,Magenta ChargeGrid - Bhayandar,Magenta,magenta chargegrid bhayandar,Magenta ChargeGrid - Bhayandar,"Bhayandar West Station Parking, Mumbai",Magenta,AC 7.4kW,App,Public Parking,19.3134,72.8476,Mumbai,Maharashtra
MG Comet,75.0,Station_380,"Dahisar East Station, Mumbai",9.206012695,0.19,47.65616728,Afternoon,Friday,25.18431669,80.23578041,200.8832181,20.77797923,Level 2,Commuter,ChargeZone - Dahisar,ChargeZone,chargezone dahisar,ChargeZone - Dahisar,"Dahisar East Station, Mumbai",ChargeZone,"AC 22kW, DC 50kW","App, Card, UPI","Parking, Mall Access",19.2505,72.8591,Mumbai,Maharashtra
MG Comet,100.0,Station_342,"1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",56.1150925,10.22,5.488039505,Morning,Wednesday,22.3498793,80.08848452,81.9684014,36.59253901,Level 1,Commuter,"Inderjit Cars, Andheri West",,inderjit cars andheri west,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",,,,,19.14207,72.83241,Mumbai,Maharashtra
TATA Tiago,50.0,Station_146,"Near Vikhroli Station East, Mumbai",15.89873423,0.39,40.44452193,Evening,Saturday,46.21839949,60.72812099,211.552868,-5.068598814,Level 1,Long-Distance Traveler,Tata Power - Vikhroli,Tata Power,tata power vikhroli,Tata Power - Vikhroli,"Near Vikhroli Station East, Mumbai",Tata Power,"AC 11kW, DC 25kW","App, RFID, UPI",Parking,19.106,72.9286,Mumbai,Maharashtra
TATA Tiago,85.0,Station_368,"Linking Road, Opp National College, Bandra West, Mumbai",41.15701391,0.89,46.12968887,Morning,Friday,31.46784538,77.45210904,125.7627772,29.4542124,Level 2,Casual Driver,Ather Grid - Bandra West,Ather,ather grid bandra west,Ather Grid - Bandra West,"Linking Road, Opp National College, Bandra West, Mumbai",Ather,DC 25kW,App,Street Parking,19.0618,72.833,Mumbai,Maharashtra
TATA Curvv,62.0,Station_27,"Malad West, Mumbai",90.23550358,18.64,4.841450613,Afternoon,Saturday,70.55201083,50.51807735,102.7551583,36.3683292,Level 1,Long-Distance Traveler,EVteQ - Malad,EVteQ,evteq malad,EVteQ - Malad,"Malad West, Mumbai",EVteQ,"AC 7.4kW, DC 15kW",App,Parking,19.1851,72.8388,Mumbai,Maharashtra
TATA Curvv,62.0,Station_220,"Sakinaka Junction, Andheri East, Mumbai",18.10247227,0.44,41.55273261,Night,Tuesday,33.30088316,99.70093459,51.23943381,1.102630909,DC Fast Charger,Casual Driver,EVteQ - Sakinaka,EVteQ,evteq sakinaka,EVteQ - Sakinaka,"Sakinaka Junction, Andheri East, Mumbai",EVteQ,"AC 7.4kW, DC 15kW","App, Card, UPI",Parking,19.102,72.8872,Mumbai,Maharashtra
Hyundai Kona,62.0,Station_72,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",79.97267191,2.13,37.46218915,Morning,Sunday,75.82897475,67.97645022,117.6978933,16.05241314,Level 1,Casual Driver,Carnival Cinemas Imax,,carnival cinemas imax,Carnival Cinemas Imax,"Carnival Cinemas Imax, Anik Wadala Link Rd, Bhakti Park, Wadala, Mumbai, Maharashtra ,Worli",,,,,19.0313299,72.8809653,Mumbai,Maharashtra
TATA Tiago,50.0,Station_310,"1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",5.163807088,0.98,5.265203285,Night,Monday,32.17142733,56.72395742,45.40059866,-9.824574766,DC Fast Charger,Casual Driver,"Inderjit Cars, Andheri West",,inderjit cars andheri west,"Inderjit Cars, Andheri West","1059/1060, Adarsh nagar, near infinity mall, Off New Link Road, Andheri West, Mumbai, Maharashtra 400053",,,,,19.14207,72.83241,Mumbai,Maharashtra
Hyundai Kona,85.0,Station_200,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",45.45344885,1.61,28.19404206,Night,Sunday,18.30616688,66.42847642,131.054241,28.51369445,DC Fast Charger,Commuter,Evershine Mall Charging Station,,evershine mall,Evershine Mall Charging Station,"Chincholi Bunder Road, New Link Rd, Malad West, Mumbai, Maharashtra 400064",,,,,19.1798,72.8361,Mumbai,Maharashtra
TATA Curvv,75.0,Station_35,"Borivali West, Mumbai",59.16864336,3.89,15.22251353,Afternoon,Thursday,50.51010597,68.59776437,156.8102394,29.06368772,DC Fast Charger,Long-Distance Traveler,ATUM Charge - Borivali,ATUM,atum charge borivali,ATUM Charge - Borivali,"Borivali West, Mumbai",ATUM,"AC 7.4kW, DC 25kW","App, Card",Parking,19.2298,72.8606,Mumbai,Maharashtra
TATA Curvv,100.0,Station_158,"Maker Maxity, BKC, Mumbai",77.12500791,1.96,39.42909617,Morning,Friday,62.32264056,81.40719887,272.7951713,-3.663579909,Level 1,Casual Driver,Magenta ChargeGrid - Bandra Kurla Complex 2,Magenta,magenta chargegrid bandra kurla complex 2,Magenta ChargeGrid - Bandra Kurla Complex 2,"Maker Maxity, BKC, Mumbai",Magenta,"AC 7.4kW, DC 15kW",App,Corporate Parking,19.058,72.8675,Mumbai,Maharashtra
TATA Tiago,100.0,Station_4,"Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",8.28243854,0.75,11.01799661,Morning,Sunday,76.66998194,62.00647452,216.5024785,-2.64529743,DC Fast Charger,Commuter,"Tata Power, Dharavi Colony",,tata power dharavi colony,"Tata Power, Dharavi Colony","Tata Power Dharavi Colony labour camp dharavi ,Matunga ,Mumbai 400019",,,,,19.034402,72.85284,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_88,"D298, TTC Industrial area, turbhe",27.70606779,0.61,45.32674459,Afternoon,Tuesday,46.48302919,98.62734402,104.8616728,19.02928781,Level 1,Commuter,Lifeon Industries,,lifeon industries,Lifeon Industries,"D298, TTC Industrial area, turbhe",,,,,19.06895357,73.02251015,Mumbai,Maharashtra
Hyundai Kona,50.0,Station_108,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra",5.755524649,0.15,39.1270254,Evening,Monday,63.6155687,73.80735045,107.6690443,18.9627122,DC Fast Charger,Commuter,Xavier Institute of Engineering,,xavier institute of engineering,Xavier Institute of Engineering,"Opposite S.L.Raheja Hospital, Mahim Causeway, Mahim (West), Raheja Hospital Marg, Mumbai, Maharashtra",,,,,19.04520829,72.84154175,Mumbai,Maharashtra
Hyundai Kona,100.0,Station_380,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",9.206012695,0.62,14.83291702,Morning,Thursday,46.60793046,66.14678806,280.5436854,18.45594163,DC Fast Charger,Casual Driver,Magenta ChargeGrid - Malad,Magenta,magenta chargegrid malad,Magenta ChargeGrid - Malad,"Next to Infinity Mall, New Link Rd, Malad West, Mumbai",Magenta,"AC 7.4kW, DC 15kW","App, Card",Parking,19.1736,72.8352,Mumbai,Maharashtra
TATA Nexon,75.0,Station_450,"Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",72.94073166,5.28,13.82503559,Night,Friday,44.08631935,61.93725052,19.30831574,38.66696331,DC Fast Charger,Casual Driver,"Oberoi Mall, Goregaon",,oberoi mall goregaon,"Oberoi Mall, Goregaon","Western Express Hwy, Yashodham, Goregaon, Mumbai, Maharashtra 400063",,,,,19.1737611,72.8600172,Mumbai,Maharashtra
